# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
450           	smoothSolver	2.763920e-05	2.738010e-06	6	6.065610e-04	4.931980e-05	6	5.499790e-04	4.454130e-05	6	false	GAMG	3.511940e-04	3.220580e-06	3	true
451           	smoothSolver	2.730260e-05	2.728420e-06	6	5.964520e-04	4.900450e-05	6	5.463900e-04	4.382060e-05	6	false	GAMG	3.543530e-04	3.251850e-06	3	true
452           	smoothSolver	2.765500e-05	2.737420e-06	6	6.026850e-04	4.890560e-05	6	5.527700e-04	4.468420e-05	6	false	GAMG	3.520580e-04	3.325120e-06	3	true
453           	smoothSolver	2.765200e-05	2.053740e-06	7	5.944250e-04	4.868650e-05	6	5.443000e-04	4.392350e-05	6	false	GAMG	3.521480e-04	3.282950e-06	3	true
454           	smoothSolver	2.785020e-05	2.756060e-06	6	5.997110e-04	4.849720e-05	6	5.419450e-04	4.396850e-05	6	false	GAMG	3.533410e-04	3.341780e-06	3	true
455           	smoothSolver	2.755940e-05	2.035790e-06	7	6.004580e-04	4.857250e-05	6	5.367760e-04	4.313470e-05	6	false	GAMG	3.530150e-04	3.360450e-06	3	true
456           	smoothSolver	2.768150e-05	2.724050e-06	6	6.032870e-04	4.813310e-05	6	5.413080e-04	4.295610e-05	6	false	GAMG	3.553760e-04	3.382570e-06	3	true
457           	smoothSolver	2.788330e-05	2.763950e-06	6	6.060940e-04	4.874900e-05	6	5.433260e-04	4.274680e-05	6	false	GAMG	3.581500e-04	3.485470e-06	3	true
458           	smoothSolver	2.814910e-05	2.740370e-06	6	6.174810e-04	4.923530e-05	6	5.468060e-04	4.311090e-05	6	false	GAMG	3.590240e-04	3.574890e-06	3	true
459           	smoothSolver	2.822350e-05	2.770190e-06	6	6.186790e-04	4.996190e-05	6	5.496060e-04	4.285470e-05	6	false	GAMG	3.630340e-04	3.586690e-06	3	true
460           	smoothSolver	2.862930e-05	2.776110e-06	6	6.306020e-04	5.030730e-05	6	5.569230e-04	4.351650e-05	6	false	GAMG	3.621300e-04	1.413810e-06	4	true
461           	smoothSolver	2.880400e-05	2.832860e-06	6	6.420270e-04	5.182160e-05	6	5.636780e-04	4.418830e-05	6	false	GAMG	3.648480e-04	3.558650e-06	3	true
462           	smoothSolver	2.883440e-05	2.795560e-06	6	6.407200e-04	5.127960e-05	6	5.643570e-04	4.425330e-05	6	false	GAMG	3.661370e-04	1.404690e-06	4	true
463           	smoothSolver	2.916780e-05	2.856570e-06	6	6.533370e-04	5.316870e-05	6	5.779890e-04	4.552240e-05	6	false	GAMG	3.672420e-04	3.570290e-06	3	true
464           	smoothSolver	2.910910e-05	2.843310e-06	6	6.526910e-04	5.294780e-05	6	5.741290e-04	4.508220e-05	6	false	GAMG	3.672690e-04	1.434440e-06	4	true
465           	smoothSolver	2.950820e-05	2.933270e-06	6	6.645810e-04	5.498800e-05	6	5.821880e-04	4.683720e-05	6	false	GAMG	3.686720e-04	3.567300e-06	3	true
466           	smoothSolver	2.968560e-05	2.924070e-06	6	6.659330e-04	5.478120e-05	6	5.820140e-04	4.638750e-05	6	false	GAMG	3.696140e-04	1.482230e-06	4	true
467           	smoothSolver	2.989150e-05	2.228910e-06	7	6.769770e-04	5.691750e-05	6	5.927140e-04	4.813320e-05	6	false	GAMG	3.717710e-04	3.623600e-06	3	true
468           	smoothSolver	3.004830e-05	2.251920e-06	7	6.737620e-04	5.705230e-05	6	5.963870e-04	4.845920e-05	6	false	GAMG	3.700660e-04	1.520820e-06	4	true
469           	smoothSolver	3.036930e-05	2.323840e-06	7	6.844910e-04	5.881080e-05	6	6.063260e-04	4.993740e-05	6	false	GAMG	3.716170e-04	1.442350e-06	4	true
470           	smoothSolver	3.102060e-05	2.367870e-06	7	6.919580e-04	5.960300e-05	6	6.160990e-04	5.105280e-05	6	false	GAMG	3.723490e-04	3.694220e-06	3	true
471           	smoothSolver	3.094690e-05	2.432650e-06	7	6.842900e-04	5.991270e-05	6	6.139850e-04	5.146730e-05	6	false	GAMG	3.753280e-04	1.534520e-06	4	true
472           	smoothSolver	3.161530e-05	2.476540e-06	7	7.020250e-04	6.134310e-05	6	6.292830e-04	5.299450e-05	6	false	GAMG	3.752990e-04	3.725640e-06	3	true
473           	smoothSolver	3.145350e-05	2.508530e-06	7	6.915910e-04	6.067800e-05	6	6.255310e-04	5.306400e-05	6	false	GAMG	3.760500e-04	1.492670e-06	4	true
474           	smoothSolver	3.184880e-05	2.526110e-06	7	6.983660e-04	6.162050e-05	6	6.309000e-04	5.371170e-05	6	false	GAMG	3.749660e-04	1.414300e-06	4	true
475           	smoothSolver	3.204220e-05	2.572780e-06	7	6.987370e-04	6.224190e-05	6	6.322690e-04	5.460570e-05	6	false	GAMG	3.756060e-04	3.687400e-06	3	true
476           	smoothSolver	3.203800e-05	2.587220e-06	7	6.978390e-04	6.178210e-05	6	6.288780e-04	5.375750e-05	6	false	GAMG	3.728380e-04	1.469450e-06	4	true
477           	smoothSolver	3.185190e-05	2.584750e-06	7	6.905450e-04	6.178660e-05	6	6.271860e-04	5.462060e-05	6	false	GAMG	3.725520e-04	3.548090e-06	3	true
478           	smoothSolver	3.143140e-05	2.522650e-06	7	6.808170e-04	6.055750e-05	6	6.138590e-04	5.276930e-05	6	false	GAMG	3.693470e-04	1.423600e-06	4	true
479           	smoothSolver	3.133370e-05	2.533200e-06	7	6.776550e-04	6.084800e-05	6	6.100060e-04	5.316160e-05	6	false	GAMG	3.693970e-04	3.524600e-06	3	true
480           	smoothSolver	3.137970e-05	2.517820e-06	7	6.677760e-04	6.018840e-05	6	6.125180e-04	5.313280e-05	6	false	GAMG	3.645750e-04	1.325330e-06	4	true
481           	smoothSolver	3.134170e-05	2.546250e-06	7	6.656030e-04	6.044760e-05	6	6.063340e-04	5.289800e-05	6	false	GAMG	3.622620e-04	3.446880e-06	3	true
482           	smoothSolver	3.095910e-05	2.471410e-06	7	6.527450e-04	5.858070e-05	6	5.943140e-04	5.150250e-05	6	false	GAMG	3.590280e-04	3.549120e-06	3	true
483           	smoothSolver	3.049400e-05	2.434200e-06	7	6.425340e-04	5.769710e-05	6	5.855950e-04	5.076450e-05	6	false	GAMG	3.572010e-04	3.493560e-06	3	true
484           	smoothSolver	3.052510e-05	2.401990e-06	7	6.402450e-04	5.666520e-05	6	5.847070e-04	4.971690e-05	6	false	GAMG	3.589490e-04	1.312070e-06	4	true
485           	smoothSolver	3.100800e-05	2.412700e-06	7	6.473800e-04	5.719540e-05	6	6.012090e-04	5.114130e-05	6	false	GAMG	3.570410e-04	3.373510e-06	3	true
486           	smoothSolver	3.004350e-05	2.275470e-06	7	6.347770e-04	5.429920e-05	6	5.832130e-04	4.783120e-05	6	false	GAMG	3.552540e-04	3.398770e-06	3	true
487           	smoothSolver	2.941640e-05	2.211910e-06	7	6.216060e-04	5.252150e-05	6	5.742240e-04	4.739530e-05	6	false	GAMG	3.550400e-04	3.352740e-06	3	true
488           	smoothSolver	2.939570e-05	2.180220e-06	7	6.204930e-04	5.136620e-05	6	5.710760e-04	4.607220e-05	6	false	GAMG	3.531320e-04	3.321050e-06	3	true
489           	smoothSolver	2.891290e-05	2.115390e-06	7	6.143240e-04	5.045090e-05	6	5.671960e-04	4.542730e-05	6	false	GAMG	3.539750e-04	3.291870e-06	3	true
490           	smoothSolver	2.866890e-05	2.807350e-06	6	6.099800e-04	4.922240e-05	6	5.627230e-04	4.414240e-05	6	false	GAMG	3.552150e-04	3.315920e-06	3	true
491           	smoothSolver	2.880300e-05	2.787320e-06	6	6.138670e-04	4.915070e-05	6	5.665540e-04	4.445220e-05	6	false	GAMG	3.531180e-04	3.307730e-06	3	true
492           	smoothSolver	2.857210e-05	2.768220e-06	6	6.072970e-04	4.767590e-05	6	5.606420e-04	4.283380e-05	6	false	GAMG	3.492370e-04	3.248080e-06	3	true
493           	smoothSolver	2.807380e-05	2.749530e-06	6	5.985830e-04	4.688070e-05	6	5.485770e-04	4.227730e-05	6	false	GAMG	3.493570e-04	3.250520e-06	3	true
494           	smoothSolver	2.791400e-05	2.686450e-06	6	5.980980e-04	4.619310e-05	6	5.448720e-04	4.139490e-05	6	false	GAMG	3.469590e-04	3.213360e-06	3	true
495           	smoothSolver	2.747020e-05	2.648630e-06	6	5.849460e-04	4.509100e-05	6	5.390830e-04	4.113120e-05	6	false	GAMG	3.482700e-04	3.261590e-06	3	true
496           	smoothSolver	2.741390e-05	2.599300e-06	6	5.845490e-04	4.459910e-05	6	5.399840e-04	4.097210e-05	6	false	GAMG	3.461430e-04	3.269150e-06	3	true
497           	smoothSolver	2.732290e-05	2.603500e-06	6	5.801660e-04	4.471180e-05	6	5.362450e-04	4.127240e-05	6	false	GAMG	3.441040e-04	3.235870e-06	3	true
498           	smoothSolver	2.724050e-05	2.560600e-06	6	5.792100e-04	4.405550e-05	6	5.334450e-04	4.043680e-05	6	false	GAMG	3.433430e-04	3.240850e-06	3	true
499           	smoothSolver	2.681370e-05	2.569280e-06	6	5.757630e-04	4.454980e-05	6	5.231680e-04	4.001370e-05	6	false	GAMG	3.427590e-04	3.308220e-06	3	true
500           	smoothSolver	2.683470e-05	2.519860e-06	6	5.743200e-04	4.399890e-05	6	5.271740e-04	3.960580e-05	6	false	GAMG	3.396630e-04	3.282980e-06	3	true
